current,all_time,app_id,24_peak,title
29,"19,158",272350,51,Tom Clancy's Ghost Recon Phantoms - EU
29,"2,198",67370,59,The Darkness II
29,"1,630",324810,48,TOXIKK
29,"1,138",322920,92,theHunter: Primal
29,786,204340,70,Serious Sam 2
29,720,355800,53,Space Run Galaxy
29,594,574620,36,Word Killer: Zorgilonian Chronicles
29,588,453090,39,Parkitect
29,583,421060,255,Age of Steel: Recharge
29,544,32360,45,The Secret of Monkey Island: Special Edition
29,457,545700,110,The Land of Dasthir
29,385,423230,42,Furi
29,383,491950,52,Orwell
29,338,517710,45,Redout: Enhanced Edition
29,313,39550,101,SpellForce 2 - Anniversary Edition
29,312,333300,41,ADOM (Ancient Domains Of Mystery)
29,224,256460,51,Cosmic Star Heroine
29,56,324510,39,Boundless
29,50,451650,32,Whirligig
28,"3,085",341940,31,Hatred
28,"1,489",562640,501,Introvert Quest
28,720,267750,36,Shadowrun Chronicles - Boston Lockdown
28,583,385070,143,Atonement: Scourge of Time
28,504,257400,63,Fuse
28,494,454600,45,Age of Cavemen
28,376,491650,110,Reset 1-1
28,365,343780,62,Cat Goes Fishing
28,265,9050,33,DOOM 3
28,247,269710,84,Tumblestone
28,227,458770,65,WRC 6
28,209,97330,44,Magic: The Gathering - Duels of the Planeswalkers 2013
28,198,588220,53,Tom Clancy's The Division Trial
28,142,313480,57,Blitzkrieg Anthology
28,135,6830,57,Commandos 2: Men of Courage
28,114,279140,28,Making History: The Great War
28,109,345890,42,NASCAR '15 Victory Edition
28,98,3370,39,BookWorm Deluxe
28,88,528200,41,VEGAS Pro 14 Edit Steam Edition
28,79,227240,46,Construct 2 Free
28,59,253050,45,Camtasia
27,"3,944",350280,35,LawBreakers
27,"2,896",205890,60,Chronicle: RuneScape Legends
27,"2,622",286570,123,F1 2015
27,"2,318",416270,154,GooCubelets 2
27,"1,823",398710,52,Timberman
27,"1,516",215530,70,The Incredible Adventures of Van Helsing
27,"1,509",218640,62,Lucius
27,"1,288",501590,59,Bulletstorm: Full Clip Edition
27,"1,121",226620,41,Desktop Dungeons
27,937,4550,49,Titan Quest: Immortal Throne
27,916,219830,62,King Arthur's Gold
27,910,576750,78,Ropes And Dragons VR
27,903,418160,150,Garden Rescue: Christmas Edition
27,663,473560,663,Cosmic Dust & Rust
27,436,469920,32,hackmud
27,410,351910,61,Valhalla Hills
27,401,360740,36,Downwell
27,288,32400,33,STAR WARS: Dark Forces
27,238,460960,55,The Deed: Dynasty
27,170,552100,79,Brick Rigs
27,132,15320,52,IL-2 Sturmovik: 1946
27,129,468070,58,90 Minute Fever
27,120,506870,36,Unexplored
27,100,301320,48,NoLimits 2 Roller Coaster Simulation
27,55,410970,35,Master of Orion 1
27,48,489180,35,RealityCapture
27,34,476600,34,Call of Duty: WWII
27,33,457890,33,TumbleSeed
26,"2,988",371200,38,Halcyon 6: Starbase Commander
26,"1,935",222730,44,Reus
26,"1,181",454670,210,Piggy Princess
26,"1,097",388210,53,Day of the Tentacle Remastered
26,"1,004",49540,58,Aliens: Colonial Marines
26,984,224480,56,Octodad: Dadliest Catch
26,776,569540,405,Rest In Peace
26,746,575680,512,Square n Fair
26,727,364110,45,Swordsman
26,652,581470,109,Mortifero Motus
26,650,569840,42,FBI MANIA
26,625,356670,34,Spooky's Jump Scare Mansion
26,600,427250,44,8-Bit Armies
26,495,438270,30,Learn Japanese To Survive - Hiragana Battle
26,443,26800,37,Braid
26,367,362680,37,Fran Bow
26,283,220740,47,Chaos on Deponia
26,258,41300,32,Altitude
26,226,13210,61,Unreal Tournament 3: Black Edition
26,150,500810,36,Arcanum
26,145,42890,34,Sword of the Stars Complete Collection
26,115,438100,34,VRChat
26,90,263720,55,Brawlout
26,61,1640,41,Disciples II: Gallean's Return
25,"2,366",338390,35,The Technomancer
25,"2,215",94400,36,Nidhogg
25,"2,005",233270,33,Far Cry 3 Blood Dragon
25,"1,903",268870,43,Satellite Reign
25,"1,540",575490,"1,187",Let's Draw
25,"1,420",371570,39,Tap Heroes
25,"1,340",546920,129,Strongmind
25,"1,184",317360,85,Double Action: Boogaloo
25,"1,111",485390,138,Machine Made: Rebirth
25,"1,069",214340,68,Deponia
25,914,555930,643,Madness
25,790,365300,55,Transmissions: Element 120
25,712,575640,58,Zup! 3
25,646,299460,205,Woodle Tree Adventures
25,607,275100,37,Shelter 2
25,604,388120,137,Spakoyno: Back To USSR 2.0
25,561,477160,35,Human: Fall Flat
25,530,224440,39,Folk Tale
25,529,39160,52,Dungeon Siege III
25,510,12900,59,Audiosurf
25,508,231740,39,Knights of Pen and Paper +1
25,500,602990,36,Good Archer
25,456,524640,171,Asura
25,428,398840,29,War of Beach
25,412,265210,25,Viscera Cleanup Detail: Santa's Rampage
25,410,261530,34,Lifeless Planet
25,286,216260,74,Don Bradman Cricket 14
25,284,10270,72,Disciples III: Reincarnation
25,269,221640,41,Super Hexagon
25,243,73010,59,Cities in Motion
25,231,215630,87,Demonicon
25,231,455980,41,Judgment: Apocalypse Survival Simulation
25,188,479130,59,ESEA
25,132,463930,45,The Dweller
25,97,42850,33,Arsenal of Democracy
25,93,584980,40,Late Shift
24,"5,537",452780,32,RuneScape: Idle Adventures
24,"3,999",290790,44,Grey Goo
24,"2,575",251990,24,Long Live The Queen
24,"1,456",432470,364,Magdalena
24,"1,227",221260,31,Little Inferno
24,"1,166",392470,37,NOBUNAGA'S AMBITION: Sphere of Influence
24,"1,148",551550,65,ASSASSINATION BOX
24,929,107200,43,Space Pirates and Zombies
24,868,261760,40,Lichdom: Battlemage
24,837,249650,52,Blackguards
24,726,370100,726,Uncrowded
24,670,360730,41,Cards and Castles
24,528,266210,35,One Way Heroics
24,469,390970,105,Russian Horror Story
24,468,73020,40,Majesty 2 Collection
24,423,429780,45,Bunny Hop League
24,413,454540,57,LuckCatchers
24,406,354290,55,LoveBeat
24,380,8170,32,Battlestations: Pacific
24,373,270450,40,Robot Roller-Derby Disco Dodgeball
24,363,327860,31,Salt
24,307,337070,25,"Dimmdrive :: Gaming Ramdrive @ 10,000+ MB/s"
24,305,289780,57,Requiem
24,271,463210,88,State of Anarchy
24,218,371970,24,Barony
24,212,449300,31,Planar Conquest
24,196,244050,32,Rise of Flight United
24,186,447890,38,Cat on a Diet
24,180,448400,31,Hidden Object 6-in-1 bundle
24,157,455910,26,STAR WARS: Rogue Squadron 3D
24,156,568320,52,Pictopix
24,150,473670,37,The Dolls
24,147,337410,51,Karos
24,124,439910,37,Risky Rescue
24,87,403040,41,Driver Booster 3 for STEAM
24,84,340310,52,Teddy Floppy Ear - Kayaking
24,81,25910,32,Supreme Ruler 2020: Gold
24,50,500500,40,Simple VR Video Player
23,"4,585",70000,45,Dino D-Day
23,"4,326",499050,51,Pro Evolution Soccer 2017 Demo
23,"1,914",311240,33,Zero Escape: Zero Time Dilemma
23,"1,787",225080,35,Brothers - A Tale of Two Sons
23,"1,566",323910,38,SteamVR Performance Test
23,843,346210,113,Garden Rescue
23,788,332200,36,Axiom Verge
23,720,558620,408,Steel Invaders
23,694,397550,36,Deus Ex: Revision
23,683,382890,32,FINAL FANTASY V
23,668,375510,162,New kind of adventure
23,627,240320,130,Panzar
23,614,412450,30,The Black Death
23,499,348710,34,Saint Seiya: Soldiers' Soul
23,482,502550,27,Strike.is: The Game
23,472,454040,51,Jackal
23,446,363930,24,Dead Age
23,370,282590,26,Star Ruler 2
23,365,538100,36,Feel The Snow
23,312,244030,41,Take On Mars
23,277,324680,24,Impossible Creatures
23,251,308173,33,Hegemony III: Clash of the Ancients
23,250,580710,38,Afghanistan '11
23,234,403950,26,Conquest of Elysium 4
23,198,274900,43,Murder Miners
23,171,392790,38,Football Manager Touch 2016
23,164,407190,66,Club Manager 2016
23,159,542590,108,SoulSaverOnline
23,99,420000,49,Home Design 3D
23,97,556820,44,Warbands: Bushido
23,93,301200,41,Frederic: Evil Strikes Back
23,92,434030,52,Aerofly FS 2 Flight Simulator
23,91,408030,34,UniBall
23,79,105400,31,Fable III
23,76,2320,33,Quake II
23,46,3310,35,Chuzzle Deluxe
23,37,234100,30,Scrabble
22,"1,660",224060,39,Deadpool
22,"1,484",583490,58,InfiniPicross
22,"1,299",397980,161,Invasion
22,"1,104",233840,41,Worms Clan Wars
22,941,270850,72,Car Mechanic Simulator 2014
22,862,225260,63,Brtal Legend
22,788,238210,35,System Shock 2
22,776,375480,38,Chronicon
22,750,208520,41,Omerta - City of Gangsters
22,665,423710,83,Invasion: Brain Craving
22,615,206440,70,To the Moon
22,567,218410,30,Defender's Quest: Valley of the Forgotten
22,515,215470,54,Primal Carnage
22,435,335180,58,StarMade Demo
22,403,521200,29,Epic Battle Fantasy 3
22,372,495890,39,Montaro
22,336,521930,137,Minimized
22,316,314520,61,Euro Fishing
22,308,524970,31,Helmet Heroes
22,267,560040,46,Minecraft: Story Mode - A Telltale Games Series - Episode 1
22,238,367120,32,Seduce Me the Otome
22,175,47800,28,RISK Factions
22,159,489140,37,Mr Shifty
22,155,448000,37,Sparkle ZERO
22,152,235320,49,Original War
22,110,508450,23,NASCAR Heat Evolution
22,101,363090,55,NOBUNAGA'S AMBITION: Kakushin with Power Up Kit
22,100,282050,38,MX vs. ATV Supercross Encore
22,95,533330,35,Shut Eye
22,78,3320,31,Insaniquarium! Deluxe
22,75,61500,33,Age of Wonders
22,48,586880,30,Mini Ghost
21,"7,444",239220,26,The Mighty Quest For Epic Loot
21,"5,683",260230,33,Valiant Hearts: The Great War / Soldats Inconnus : Mmoires de la Grande Guerre
21,"2,411",479030,46,DOOM Demo
21,"1,725",332800,27,Five Nights at Freddy's 2
21,"1,532",91700,40,E.Y.E: Divine Cybermancy
21,"1,408",253650,46,Sparkle 2 Evo
21,"1,317",115800,36,Owlboy
21,"1,227",454930,964,Under Zero
21,"1,124",457710,307,Road Madness
21,867,357480,44,Frozen Free Fall: Snowball Fight
21,817,348020,93,Bloodbath Kavkaz
21,728,388880,35,Oxenfree
21,639,256370,39,MXGP - The Official Motocross Videogame
21,610,314830,31,Blackguards 2
21,537,374280,83,Hired Ops
21,527,42670,23,Singularity
21,501,35130,31,Lara Croft and the Guardian of Light
21,416,300380,26,Road Redemption
21,392,292990,119,Nobunaga's Ambition: Souzou
21,385,501930,244,Sig.Null
21,376,275200,22,Westerado: Double Barreled
21,357,412830,26,STEINS;GATE
21,264,440630,29,The Brookhaven Experiment
21,262,252030,22,Valdis Story: Abyssal City
21,194,311770,38,LEGO Pirates of the Caribbean The Video Game
21,189,381180,34,Edengrad
21,188,7110,21,Jade Empire: Special Edition
21,178,214170,36,Divine Divinity
21,176,205190,28,Rocksmith
21,175,528670,21,Elems
21,171,432290,40,Elemental Heroes
21,145,1510,21,Uplink
21,138,306290,46,"7,62 Hard Life"
21,137,284850,27,Grim Legends: The Forsaken Bride
21,132,344340,30,Front Office Football Seven
21,124,528460,46,Rogalia
21,118,3980,22,CivCity: Rome
21,111,362870,32,RPG Maker 2003
21,107,306630,37,Civil War II
21,102,272230,28,Sub Rosa
21,91,486780,42,Fruit Ninja VR
21,91,576770,44,Low Magic Age
21,71,330160,27,Substance Designer 5
21,70,2200,34,Quake III Arena
21,33,50950,24,Mahjong Towers Eternity
20,"11,921",200110,28,Nosgoth
20,"2,673",340170,43,FINAL FANTASY TYPE-0 HD
20,"1,371",355000,27,GlassWire
20,"1,361",243950,24,Divinity: Dragon Commander
20,"1,248",586470,267,Casino Noir
20,857,425220,59,ONE PIECE BURNING BLOOD
20,803,412470,48,Metal War Online: Retribution
20,778,375820,33,Human Resource Machine
20,725,243120,32,Betrayer
20,693,231140,26,Cities XL Platinum
20,691,407840,29,Guardians of Orion
20,666,239250,31,Castlevania: Lords of Shadow 2
20,657,412540,24,The Minotaur
20,558,359390,29,Amnesia: Memories
20,500,288160,34,The Room
20,494,338930,30,TRANSFORMERS: Devastation
20,484,363440,34,Mega Man Legacy Collection
20,470,556110,127,Galactic Fighter
20,433,575550,41,Hell Girls
20,402,438180,160,Super Mustache
20,389,317620,53,Space Hulk Ascension
20,384,486150,159,Radical Spectrum: Volume 1
20,371,209950,33,Triple Town
20,358,422970,26,Devil Daggers
20,343,428550,36,Momodora: Reverie Under the Moonlight
20,324,320040,36,Moon Hunters
20,320,449200,295,Calcu-Late
20,313,428750,42,Neon Chrome
20,302,293220,24,H-Hour: World's Elite
20,283,513440,43,Path of War
20,282,232010,45,Euro Truck Simulator
20,280,227020,33,Rise of Venice
20,272,200900,30,Cave Story+
20,234,13570,29,Tom Clancy's Splinter Cell: Chaos Theory
20,225,241910,39,Goodbye Deponia
20,222,38420,41,Fallout Tactics
20,210,316430,46,Battle of Empires : 1914-1918
20,210,530890,31,Haydee
20,184,70300,25,VVVVVV
20,165,57730,52,Patrician IV: Rise of a Dynasty
20,164,340320,42,Sinless
20,160,230820,34,The Night of the Rabbit
20,135,19930,39,The Settlers: Rise of an Empire Gold Edition
20,124,2280,26,The Ultimate DOOM
20,116,555160,37,Pavlov VR
20,115,13240,41,Unreal Tournament: Game of the Year Edition
20,105,542200,43,Animal Lover
20,77,15200,35,Silent Hunter: Wolves of the Pacific
20,77,445770,27,Airport Madness 3D
20,75,321290,26,Dandelion - Wishes brought to you -
20,70,1630,49,Disciples II: Rise of the Elves
20,66,455020,21,Jackpot Poker by PokerStars
20,57,6810,40,Commandos: Beyond the Call of Duty
20,46,549080,36,Tank Warfare: Tunisia 1943
20,45,297470,20,Xsyon - Prelude
20,42,380080,31,SONAR
19,"3,910",530620,64,Resident Evil 7 / Biohazard 7 Teaser: Beginning Hour
19,"3,083",467960,200,Home Behind
19,"2,035",205950,26,Jet Set Radio
19,"1,565",619400,286,Fluffy Creatures VS The World
19,"1,457",314660,25,Oddworld: New 'n' Tasty
19,"1,279",232450,31,SolForge
19,"1,048",411830,33,SENRAN KAGURA SHINOVI VERSUS
19,"1,007",204630,44,Retro City Rampage DX
19,677,363600,32,Holy Potatoes! A Weapon Shop?!
19,672,319910,43,Trine 3: The Artifacts of Power
19,672,512250,44,Oh...Sir! The Insult Simulator
19,647,249870,35,Scribblenauts Unmasked
19,598,247910,25,Sniper Elite: Nazi Zombie Army 2
19,570,442810,56,UFO Online: Invasion
19,568,303390,44,Dead Bits
19,543,207350,27,Ys Origin
19,482,247770,25,Cabela's Big Game Hunter Pro Hunts
19,479,262830,45,Crimsonland
19,474,34900,30,Bad Rats
19,419,279940,42,The Book of Unwritten Tales 2
19,400,591420,46,Zup! 4
19,388,225140,31,Duke Nukem 3D: Megaton Edition
19,356,239200,23,Amnesia: A Machine for Pigs
19,355,31280,33,Poker Night at the Inventory
19,276,24870,43,Need for Speed: SHIFT
19,276,434110,32,Premium Pool
19,275,610360,53,Zup! Zero
19,274,239410,31,Catan
19,254,297750,32,Close Combat - Gateway to Caen
19,251,253530,25,Fortress Forever
19,239,326480,26,If My Heart Had Wings
19,229,424370,33,Wolcen: Lords of Mayhem
19,204,233700,28,Sword of the Stars: The Pit
19,199,446620,31,Zombie Training Simulator
19,188,279800,31,Grim Legends 2: Song of the Dark Swan
19,188,283060,19,Lucent Heart
19,186,7000,35,Tomb Raider: Legend
19,181,526540,38,8infinity
19,174,371310,33,Karos Returns
19,161,312980,24,Graviteam Tactics: Mius-Front
19,154,332360,33,Spriter Pro
19,119,474910,54,The Mahjong Huntress
19,112,512790,28,Quern - Undying Thoughts
19,106,370020,31,Templar Battleforce
19,83,541670,26,Disney Infinity 3.0: Gold Edition
19,72,49470,22,Magic: The Gathering  Duels of the Planeswalkers 2012
19,68,2640,42,Call of Duty: United Offensive
19,59,61510,25,Age of Wonders 2
19,54,288220,24,Backstage Pass
19,46,577480,29,Higurashi When They Cry Hou - Ch.5 Meakashi
19,40,8060,33,Championship Manager 2008
19,28,397420,20,Hoyle Official Card Games Collection
18,"6,800",272510,47,NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution
18,"6,455",253030,25,Race The Sun
18,"5,784",23490,28,Tropico 3 - Steam Special Edition
18,"1,953",321950,26,Yury
18,"1,755",293180,29,Overcast - Walden and the Werewolf
18,"1,465",281690,25,The Legend of Korra
18,"1,280",204530,28,Infested Planet
18,"1,010",350640,51,Sherlock Holmes: The Devil's Daughter
18,973,490940,133,Darconika: The Cube of Soul
18,969,427190,24,Dead Rising
18,948,310510,37,Deathtrap
18,919,543770,121,Altar Guardian
18,896,543420,896,Catacomb Explorers
18,807,403900,807,Clergy Splode
18,631,351640,31,Eternal Senia
18,593,505170,36,Carmageddon: Max Damage
18,587,312370,31,"Warhammer 40,000: Armageddon"
18,565,270550,29,Yet Another Zombie Defense
18,510,227860,44,Castle Story
18,499,381640,77,Allods Online RU
18,491,394970,39,DEADBOLT
18,481,421960,22,World of Fishing
18,467,464880,24,Stars in Shadow
18,462,235620,36,Small World 2
18,456,347620,73,Gaokao.Love.100Days
18,436,12140,28,Max Payne
18,436,366890,64,Zombie Zoeds
18,419,314000,38,Pool Nation FX
18,393,527290,62,Atelier Firis: The Alchemist and the Mysterious Journey
18,343,228760,63,TrackMania Canyon
18,281,8000,47,Tomb Raider: Anniversary
18,280,47920,36,Shift 2 Unleashed
18,235,449830,20,Muv-Luv
18,231,464850,71,Don Bradman Cricket 17
18,219,342570,23,HIS (Heroes In the Sky)
18,193,478980,41,Mansions of Madness
18,188,600370,31,Paradigm
18,180,607260,62,McOsu
18,173,48800,54,Ship Simulator Extremes
18,168,345010,22,Ascent - The Space Game
18,159,380970,48,Car Mechanic Simulator 2015 Demo
18,140,347610,29,Hidden Object Bundle 4 in 1
18,125,73230,36,Majesty Gold HD
18,107,33570,34,Patrician III
18,105,287200,23,Wildlife Park 3
18,102,453100,38,Frederic: Resurrection of Music Director's Cut
18,87,520010,24,Climbey
18,83,45300,23,Wings of Prey
18,82,339790,43,rFactor
18,81,340520,38,Tallowmere
18,68,211740,24,Thief 2
18,65,516430,43,Ruin of the Reckless
18,47,411330,21,Men of Valor
18,36,562500,25,Warstone TD
18,31,547860,29,Rend
17,"3,795",228400,33,ACE COMBAT ASSAULT HORIZON Enhanced Edition
17,"3,449",207230,43,Archeblade
17,"3,284",466860,127,City of God I - Prison Empire
17,"2,435",429570,41,The Walking Dead: Michonne
17,"2,412",65790,41,Arma: Cold War Assault
17,"2,124",585720,59,Purple Hills
17,"1,782",317820,26,Guild of Dungeoneering
17,"1,493",441830,29,I am Setsuna
17,"1,326",579230,325,Alpacapaca Dash
17,"1,161",486360,24,Timore Inferno
17,"1,078",212630,46,Tom Clancy's Ghost Recon Future Soldier
17,"1,031",407120,32,Soccer Manager 2016
17,"1,023",527770,71,Russian SuperHero Dead Ivan
17,914,245280,38,ENSLAVED: Odyssey to the West Premium Edition
17,831,254440,29,Pool Nation
17,798,330390,29,Grandia II Anniversary Edition
17,791,348530,72,Incognito
17,788,292910,72,Deponia: The Complete Journey
17,758,495780,253,Hexoscope
17,639,530330,33,Blameless
17,608,348470,35,SAMURAI WARRIORS 4-II
17,579,9010,45,Return to Castle Wolfenstein
17,579,226720,23,Lost Planet 3
17,579,396480,33,Battlevoid: Harbinger
17,525,222440,88,THE KING OF FIGHTERS 2002 UNLIMITED MATCH
17,427,594720,104,Star Merchant
17,427,600210,108,RoboMatch
17,426,33220,32,Tom Clancy's Splinter Cell: Conviction
17,398,586520,175,Castle Werewolf
17,344,298480,23,Victory At Sea
17,328,412170,48,City of Chains
17,321,438430,61,Valentino Rossi The Game
17,276,355130,61,MotoGP15
17,269,444460,78,Love is Blind: Mutants
17,267,323580,24,Jotun
17,265,351090,21,Regency Solitaire
17,258,278100,17,RIVE
17,234,340730,24,Sunrider Academy
17,230,411960,22,TY the Tasmanian Tiger
17,221,452280,43,Factorio Demo
17,189,12150,26,Max Payne 2: The Fall of Max Payne
17,182,219700,18,Dogs of War Online - Beta
17,178,207490,26,Rayman Origins
17,159,32460,34,Monkey Island 2: Special Edition
17,149,266310,37,GameGuru
17,141,12500,30,Puzzle Quest
17,135,277450,52,Imperial Glory
17,130,529660,27,Mages of Mystralia
17,123,61520,26,Age of Wonders: Shadow Magic
17,123,242460,23,Football Manager 2014 Editor
17,120,223630,18,AirBuccaneers
17,115,254960,28,Silent Storm
17,99,340300,41,Teddy Floppy Ear - Mountain Adventure
17,85,268890,32,Masters of the World
17,80,562840,20,Dragon Blood
17,79,320430,38,Ascension
17,77,460230,37,Starters Orders 6
17,68,528640,44,Rugby Union Team Manager 2017
17,61,415590,29,Earthfall
17,60,324520,28,Defense Zone 3 Ultra HD
17,59,337930,27,Nameless ~The one thing you must recall~
17,59,574740,20,Fausts Alptraum
17,38,3450,21,Typer Shark! Deluxe
17,37,532320,22,de Blob
17,36,550060,29,Marmoset Toolbag 3
16,"2,809",344130,20,Cataegis : The White Wind
16,"2,245",278460,18,Skyborn
16,"2,102",338170,21,Ratz Instagib 2.0
16,"2,005",568450,77,Hoplite
16,"1,332",491530,181,Notruf 112
16,"1,252",621150,283,False Shelter
16,"1,250",361300,23,Mother Russia Bleeds
16,"1,127",537860,108,Ballistic Protection
16,"1,015",270370,46,Lambda Wars Beta
16,975,581350,480,Nicolay's Adventure
16,966,214770,26,Guacamelee! Gold Edition
16,933,410850,46,Dragon Quest Heroes
16,901,224220,34,Pressure
16,900,262940,39,Broken Sword 5 - the Serpent's Curse
16,894,405830,44,Turok 2: Seeds of Evil
16,797,376890,29,Pro Evolution Soccer 2016 Demo
16,760,513620,110,SkyTime
16,742,354830,95,Wolfenstein: The Old Blood German Edition
16,727,220820,46,Zombie Driver HD
16,723,526460,44,KickHim
16,621,452510,29,UNDER NIGHT IN-BIRTH Exe:Late
16,559,55100,30,Homefront
16,507,333980,29,AKIBA'S TRIP: Undead & Undressed
16,491,485980,49,Syrian Warfare
16,482,4540,26,Titan Quest
16,426,251450,19,Heroes of Havoc
16,395,34010,27,Alpha Protocol
16,384,398850,25,Epistory - Typing Chronicles
16,382,438600,33,Soccer Manager
16,379,508180,27,Fly and Destroy
16,376,562220,56,Zup! 2
16,343,215160,29,The Book of Unwritten Tales
16,323,600160,43,Mafia III Demo
16,314,400430,33,The Vanishing of Ethan Carter Redux
16,285,507010,27,Mr.President!
16,259,36620,24,Forsaken World
16,239,266010,39,LYNE
16,228,8140,28,Tomb Raider: Underworld
16,224,314790,49,Silence
16,222,374900,30,Agatha Christie - The ABC Murders
16,218,47700,23,Command and Conquer 4: Tiberian Twilight
16,211,271900,29,Hexcells Plus
16,205,403180,21,Draw a Stickman: EPIC 2
16,189,366640,32,Shiness: The Lightning Kingdom
16,155,57640,33,Broken Sword 1 - Shadow of the Templars: Director's Cut
16,155,243200,31,Memoria
16,149,247890,23,Europa Universalis IV Demo
16,144,211600,26,Thief Gold
16,121,340,23,Half-Life 2: Lost Coast
16,108,433300,25,Marvel: Ultimate Alliance
16,89,407310,27,NEKO-NIN exHeart
16,87,420930,27,CHKN
16,76,489380,29,QuiVr
16,72,221300,27,Monopoly
16,68,517160,36,Richie's Plank Experience
16,54,545820,38,Wanderland
16,51,21120,22,F.E.A.R.: Perseus Mandate
16,51,403120,37,THE GAME OF LIFE - The Official 2016 Edition
15,"2,157",307880,29,Savage Lands
15,"2,043",206190,31,Gunpoint
15,"1,557",312780,34,Way of the Samurai 4
15,"1,444",49600,24,Beat Hazard
15,"1,342",362300,24,H1Z1: Just Survive Test Server
15,"1,160",473620,28,Winged Knights: Penetration
15,"1,003",336520,32,Might & Magic Heroes Online
15,990,350110,64,TransOcean 2: Rivals
15,947,487370,104,Akin
15,889,241260,40,Sherlock Holmes: Crimes and Punishments
15,844,55110,39,Red Faction: Armageddon
15,703,253980,124,Enclave
15,689,326670,23,Warhammer Quest
15,688,392870,24,Attrition: Nuclear Domination
15,659,264120,29,Victory: The Age of Racing
15,650,444290,46,28 Waves Later
15,638,409890,20,Stranger of Sword City
15,611,601340,611,Project of the Developer
15,588,363130,33,Toukiden: Kiwami
15,566,351510,36,Quiplash
15,554,381120,35,Shoppe Keep
15,516,241990,16,Sorcerer King
15,497,322300,29,The Repopulation
15,495,261110,25,Killer is Dead
15,482,295790,25,Never Alone (Kisima Ingitchuna)
15,465,418070,385,Turbo Pug
15,458,357310,27,Oriental Empires
15,432,233610,26,Distance
15,429,521940,212,Space Incident
15,415,391660,112,Incitement 3
15,411,220160,20,Trials Evolution Gold Edition
15,378,254320,24,Duskers
15,374,405640,25,Pony Island
15,370,343710,40,KHOLAT
15,355,251470,33,TowerFall Ascension
15,349,115100,21,Costume Quest
15,340,294810,38,BlazBlue: Continuum Shift Extend
15,315,2810,30,X3: Reunion
15,299,201210,22,Pox Nora
15,270,359230,19,Lethis - Path of Progress
15,267,57600,25,Tropico 3: Absolute Power
15,244,340490,22,Subterrain
15,222,342380,19,Sakura Angels
15,205,33210,36,Dawn of Discovery
15,191,215930,30,Jagged Alliance 2 - Wildfire
15,180,342150,41,Games of Glory
15,166,3170,65,King's Bounty: Armored Princess
15,166,42990,21,Sword of the Stars II: Enhanced Edition
15,163,1520,32,DEFCON
15,138,345610,27,The Fruit of Grisaia
15,127,568220,84,Lobotomy Corporation
15,124,19830,33,Tom Clancy's Rainbow Six 3: Gold Edition
15,117,476530,26,Children of a Dead Earth
15,101,2310,25,Quake
15,91,410990,17,Master of Orion 3
15,82,285110,26,GearCity
15,79,21910,28,World in Conflict: Soviet Assault
15,77,277630,30,Panzer Tactics HD
15,66,236830,30,Red Orchestra 2: Heroes of Stalingrad - Single Player
15,63,580150,63,Xbird
15,61,15390,31,Brothers in Arms: Hell's Highway
15,54,6840,16,Commandos 3: Destination Berlin
15,45,516510,17,Orake 2D MMORPG
15,43,230780,23,articy:draft
15,42,1610,21,Space Empires IV Deluxe
15,23,304530,20,Agents of Mayhem
14,"3,240",553640,83,ICEY
14,"3,145",513000,46,Kuboom
14,"3,128",339340,41,Resident Evil 0 / biohazard 0 HD REMASTER
14,"2,611",473470,107,Purgatory
14,"1,646",375010,353,Energy Balance
14,"1,075",502090,36,Invisible Mind
14,"1,073",203750,26,Binary Domain
14,964,253840,31,Shantae: Half-Genie Hero
14,882,360970,613,Heaven Forest NIGHTS
14,684,249630,19,Delver
14,652,313630,26,The Solus Project
14,600,365310,21,Organ Biker
14,566,33440,28,Driver San Francisco
14,503,533150,143,Super LOH
14,473,546990,185,Town of Night
14,439,313730,22,Sunrider: Mask of Arcadius
14,434,418180,39,Tempest
14,429,310080,25,Hatoful Boyfriend
14,411,448640,33,Elements II: Hearts of Light
14,373,235210,17,Strider
14,370,270210,21,Melody's Escape
14,370,459160,37,Allods Online My.com
14,369,235400,44,Kings Bounty: Legions
14,369,385380,16,Planet Centauri
14,364,278910,14,Interplanetary
14,313,207210,21,Tony Hawk's Pro Skater HD
14,276,351050,36,Cricket Captain 2015
14,249,351700,20,UnReal World
14,247,242360,36,Football Manager 2014 Korean
14,246,58520,27,Blood Bowl: Legendary Edition
14,245,523000,23,Princess Maker 2 Refine
14,219,409870,16,Phantom Brave PC
14,214,304350,25,Wildlife Park 2
14,213,371520,26,Bounty Train
14,205,275390,24,Guacamelee! Super Turbo Championship Edition
14,200,509420,33,Riding Club Championships
14,188,208400,24,Avernum: Escape From the Pit
14,188,461010,40,Roll'd
14,188,496730,21,Sorcerer King: Rivals
14,172,438080,43,Surfingers
14,167,294230,40,Millie
14,155,17330,25,Crysis Warhead
14,152,576010,16,SQR
14,148,433280,29,Warlords Battlecry III
14,144,262490,25,Manga maker ComiPo!
14,139,330820,21,2064: Read Only Memories
14,132,348820,54,FIM Speedway Grand Prix 15
14,132,497860,15,Zezenia Online
14,131,400510,36,FINAL TAKE
14,125,375530,34,Football Tactics
14,123,280180,28,Hover : Revolt Of Gamers
14,116,221020,14,Towns
14,110,259570,21,Eden Star :: Destroy - Build - Protect
14,109,318970,24,StarCrawlers
14,104,209270,19,Hero Academy
